StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
9263,17,1,4,17.49,47.53,51.87,72.11,4.27,52.06,52.1,51.75,5.34,3,4.94,9.67,4.98,43.21,0
9264,19,1,1,23.82,72.45,81.31,97.55,9.28,66.04,70.07,66.94,6.14,3,8.06,18.27,7.5,68.26,1
9265,17,1,2,17.92,52.48,57.35,80.81,5.66,50.77,53.61,51.58,5.31,3,5.5,11.23,5.24,41.49,0
9266,18,0,2,21.74,61.15,64.56,83.18,6.5,58.62,62.94,61.18,5.88,3,6.35,13.74,6.15,56.54,0
9267,25,1,2,15.17,38.38,38.1,63.06,2.65,42.28,42.21,40.08,5.48,3,3.83,5.87,3.82,39.61,0
9268,24,1,1,,44.0,43.73,68.42,3.52,48.19,48.14,49.06,3.53,2,4.09,7.75,4.3,47.97,0
9269,23,1,2,18.53,48.9,45.12,66.16,2.86,52.81,50.4,53.83,5.4,3,4.35,7.92,4.67,51.87,0
9270,18,0,1,19.65,54.65,61.55,80.4,5.7,55.23,57.81,57.62,4.73,2,5.56,11.67,5.3,58.76,0
9271,21,0,1,11.28,31.33,36.27,74.86,4.99,32.26,32.26,31.24,6.29,3,4.19,8.87,3.51,33.77,0
9272,19,0,1,14.51,41.29,43.99,76.23,5.07,40.14,40.44,41.07,6.99,3,4.9,10.24,4.22,38.76,0
9273,25,0,1,17.78,48.55,48.52,72.05,4.47,50.93,49.08,50.56,6.14,3,4.9,9.4,4.84,51.53,0
9274,17,0,3,12.97,34.57,31.75,63.81,2.72,39.12,35.26,36.14,5.61,3,3.2,6.54,3.51,34.7,0
9275,23,0,5,14.24,38.43,40.64,70.06,3.79,40.83,43.35,39.18,4.16,2,4.06,7.16,3.62,28.39,0
9276,19,1,2,15.08,46.47,48.53,81.96,6.57,40.67,44.29,42.49,6.95,4,5.58,12.11,4.42,44.23,0
9277,19,1,3,24.13,67.62,72.17,86.95,6.94,67.37,67.26,66.54,6.28,3,7.37,14.8,6.79,69.86,1
9278,25,1,3,9.99,29.52,31.71,69.66,4.26,31.71,30.91,30.86,7.18,4,3.59,8.2,3.39,34.83,0
9279,17,1,1,15.04,45.07,51.27,83.41,6.28,41.02,46.2,42.75,5.17,3,5.12,11.45,4.37,41.63,0
9280,25,1,1,5.48,17.77,20.21,70.99,4.67,15.39,18.73,16.0,5.94,3,2.57,6.19,1.98,11.9,0
9281,22,1,2,16.56,47.77,50.88,81.12,5.82,44.58,47.96,45.32,3.07,2,4.72,10.93,4.58,43.71,0
9282,23,0,1,10.28,28.78,31.44,72.85,4.5,28.57,33.16,32.45,5.29,2,3.46,7.61,3.32,18.2,0
9283,24,0,5,21.82,62.23,65.44,82.51,5.73,62.05,62.42,61.0,3.85,2,5.97,12.02,5.9,60.19,1
9284,23,1,2,17.19,47.11,49.8,75.73,5.11,48.44,47.54,48.0,2.67,2,4.48,9.43,4.6,53.29,0
9285,18,0,1,15.97,45.76,47.79,70.28,4.25,41.1,43.96,43.46,4.09,2,4.02,8.36,4.18,47.4,0
9286,23,0,2,18.39,47.7,47.03,68.61,3.55,48.6,51.69,48.96,5.44,3,4.74,8.37,4.57,49.32,0
9287,17,0,1,18.95,56.44,57.47,80.8,5.82,50.43,54.25,52.87,4.02,2,5.17,11.62,5.12,50.68,0
9288,23,0,3,10.08,27.93,30.35,70.03,4.04,29.21,28.0,26.95,4.56,2,3.03,7.26,2.53,29.3,0
9289,24,1,2,26.87,79.27,82.75,,6.59,81.61,80.87,81.06,5.96,3,8.07,15.57,7.38,83.53,1
9290,22,1,2,14.26,41.14,36.57,66.08,3.18,44.17,42.69,41.82,5.09,3,3.72,7.19,3.68,34.59,0
9291,21,0,1,15.73,45.62,45.18,73.82,4.38,45.38,44.89,45.04,4.91,3,4.38,9.19,4.6,47.97,0
9292,23,1,5,16.12,43.19,39.28,65.07,2.81,49.31,48.11,45.11,5.84,3,3.91,7.29,4.15,44.59,0
9293,17,1,3,13.57,37.02,35.62,71.33,4.46,38.11,35.3,37.43,6.45,3,4.22,7.78,3.66,30.95,0
9294,18,1,2,22.12,61.11,58.03,68.89,3.0,67.17,63.51,64.69,5.14,3,5.73,10.19,5.82,69.84,1
9295,20,0,3,17.16,45.56,41.0,66.37,3.16,46.24,45.77,46.67,5.94,3,4.19,7.59,4.26,37.07,0
9296,20,1,3,16.64,47.68,45.29,74.21,4.8,48.47,47.82,46.95,3.76,2,4.6,9.74,4.51,49.83,0
9297,25,1,2,17.9,54.82,55.8,80.45,6.07,51.34,52.49,51.58,5.26,3,5.45,11.51,5.2,53.07,0
9298,25,1,1,13.73,39.79,41.24,68.96,3.87,39.1,39.29,39.14,5.08,3,3.67,7.43,3.8,45.85,0
9299,25,1,4,16.31,47.14,52.0,79.79,6.09,45.99,50.01,48.71,4.29,2,5.01,10.38,4.79,51.0,0
9300,24,0,3,12.18,30.75,34.46,72.42,4.31,29.98,33.86,32.12,4.32,2,3.45,7.52,3.17,27.8,0
9301,19,1,2,18.94,53.76,54.54,75.72,5.08,56.37,53.35,55.7,6.09,3,5.65,10.73,5.39,60.69,1
9302,22,1,2,11.71,33.83,35.8,70.89,4.34,33.79,35.55,34.39,3.93,2,3.71,7.11,3.02,35.78,0
9303,25,1,4,10.9,28.13,28.84,63.45,2.92,30.26,31.72,29.5,3.99,2,2.88,5.62,2.77,37.61,0
9304,21,0,2,20.58,59.94,56.05,74.11,4.36,57.65,59.35,60.11,3.36,2,4.99,9.74,5.4,61.86,1
9305,24,1,2,16.6,47.43,48.04,73.36,4.7,46.87,48.14,47.25,4.57,2,4.52,9.26,4.29,38.19,0
9306,19,1,2,17.06,45.89,49.78,79.63,5.84,46.15,46.82,45.41,5.7,3,5.07,11.27,4.68,46.0,0
9307,18,1,4,19.14,51.69,50.67,69.41,4.11,54.54,52.7,52.78,8.59,4,5.4,10.13,5.4,56.89,0
9308,24,1,2,20.3,56.01,60.04,81.03,5.49,57.79,59.29,56.43,3.98,2,5.73,11.11,5.52,56.39,0
9309,19,1,4,20.69,55.19,55.52,74.04,4.63,57.21,56.12,57.04,5.04,3,5.15,10.1,5.35,54.67,0
9310,21,1,5,8.45,21.97,23.44,61.89,2.57,24.94,24.51,25.43,4.83,2,2.35,4.29,2.02,28.36,0
9311,20,1,1,20.67,59.11,60.71,82.14,6.06,58.67,58.16,57.1,5.99,3,6.08,13.42,6.03,56.62,0
9312,18,1,4,15.43,43.94,42.9,72.12,4.01,43.76,43.52,43.98,5.22,3,4.49,8.82,4.27,33.8,0
9313,17,0,3,20.42,55.92,57.07,77.89,5.52,55.45,55.98,56.79,6.88,3,5.74,12.04,5.51,62.71,1
9314,25,1,3,15.48,42.49,38.47,66.89,3.37,42.01,41.69,40.92,4.69,3,3.87,6.96,3.86,41.82,0
9315,23,0,1,17.21,48.09,51.1,74.59,4.73,49.0,48.04,47.8,6.44,3,5.28,10.69,4.9,47.82,0
9316,25,1,3,18.76,51.07,48.6,70.43,3.54,55.09,52.25,56.15,6.85,3,4.93,9.18,5.17,51.79,0
9317,17,1,1,5.16,19.36,26.02,78.01,6.26,14.47,16.81,14.81,4.23,2,2.79,8.5,2.28,23.52,0
9318,25,1,4,15.23,42.8,44.99,72.25,4.53,44.6,43.04,44.82,5.53,3,4.78,9.66,4.14,41.49,0
9319,25,0,2,16.19,46.27,45.69,74.63,4.95,45.19,46.12,45.27,6.5,3,4.92,9.84,4.64,47.89,0
9320,18,0,2,17.32,49.18,50.0,70.34,3.6,51.76,51.69,51.09,6.01,3,4.74,9.3,4.74,48.99,0
9321,21,1,2,18.2,51.01,48.36,73.26,4.17,52.77,52.27,50.92,5.9,3,4.74,9.96,5.09,48.1,0
9322,24,0,2,15.42,43.32,40.52,71.27,4.18,41.81,43.18,43.88,4.44,2,4.12,8.7,3.9,40.74,0
9323,21,0,5,6.28,16.18,18.91,64.41,2.94,16.85,18.06,14.59,5.02,2,1.91,4.29,1.7,19.7,0
9324,23,1,4,15.47,42.73,40.73,65.67,3.26,46.86,45.77,46.47,6.25,3,3.92,7.4,4.17,34.92,0
9325,25,1,4,14.89,38.71,37.73,67.53,3.55,42.09,41.62,43.07,7.44,4,4.2,7.73,4.1,43.73,0
9326,25,0,3,12.71,35.8,37.78,,5.01,34.6,34.94,35.5,4.06,2,3.9,8.78,3.5,33.21,0
9327,22,1,3,16.09,42.2,39.52,68.54,3.29,44.61,45.35,45.87,3.25,2,3.89,7.1,3.99,45.14,0
9328,19,0,3,18.47,51.18,54.87,77.78,5.75,51.12,52.53,51.68,6.66,3,5.86,11.68,5.39,56.04,0
9329,24,1,2,17.16,50.28,57.35,87.31,7.51,47.77,49.02,48.68,5.49,3,5.89,13.25,5.3,48.27,0
9330,20,0,1,17.55,46.84,44.36,66.47,3.06,47.29,48.3,50.4,4.09,2,3.89,7.47,4.31,48.7,0
9331,23,0,1,18.0,50.11,54.79,75.28,4.78,52.82,54.21,52.53,5.34,3,5.12,10.28,4.94,48.62,0
9332,20,0,2,13.5,35.7,38.5,73.61,4.66,36.68,38.05,36.92,4.73,2,4.05,8.23,3.86,39.84,0
9333,25,0,3,11.19,33.46,34.28,72.44,4.53,32.32,32.12,30.69,2.67,1,3.28,7.09,2.95,22.27,0
9334,24,1,4,17.1,52.56,58.11,87.23,7.18,49.78,52.01,49.83,6.21,3,6.03,12.63,5.39,51.16,0
9335,21,1,2,18.71,49.82,50.36,71.97,3.94,55.41,53.53,54.13,7.36,4,5.13,9.63,5.19,43.46,0
9336,22,1,1,20.91,57.78,58.47,73.06,4.23,60.97,58.54,60.51,4.62,2,5.28,10.19,5.59,58.11,0
9337,18,0,2,22.05,62.29,67.83,88.72,7.18,60.21,64.37,61.98,4.0,2,6.67,14.56,6.29,61.02,1
9338,20,1,3,11.37,32.12,32.91,67.31,3.57,31.76,32.06,32.81,2.0,1,2.87,5.27,2.95,28.1,0
9339,17,0,5,16.01,48.24,53.78,80.25,5.75,47.1,47.89,47.71,3.44,2,4.94,10.86,4.6,47.55,0
9340,17,1,2,16.93,47.02,45.86,71.55,4.32,47.83,44.23,49.64,6.91,3,4.72,9.16,4.71,44.63,0
9341,22,1,4,13.38,44.52,47.84,81.96,6.29,41.61,42.71,40.79,4.56,2,4.5,10.96,4.04,45.14,0
9342,21,0,1,18.74,54.92,57.46,77.04,5.17,55.85,55.82,53.97,5.04,3,5.27,10.9,5.35,53.28,0
9343,19,0,1,12.57,38.8,36.72,72.65,4.62,37.08,37.78,35.29,4.13,2,3.98,8.38,3.59,31.43,0
9344,22,0,1,14.17,43.21,48.02,81.87,6.5,39.24,41.71,38.98,5.42,3,5.0,11.0,4.23,40.94,0
9345,20,1,3,18.79,49.05,52.85,73.91,4.36,52.83,52.43,53.79,4.79,2,5.14,9.58,5.0,42.99,0
9346,24,0,4,15.39,43.38,47.02,76.0,5.17,45.18,40.8,43.96,5.82,3,4.48,9.39,4.88,42.37,0
9347,20,0,5,14.8,40.88,42.34,70.42,3.88,45.09,45.86,46.04,5.8,3,4.58,8.49,4.28,49.65,0
9348,20,1,2,15.09,42.04,39.35,61.36,2.05,44.81,43.31,41.5,2.12,1,3.13,5.8,3.14,47.28,0
9349,22,0,4,17.16,47.2,46.5,70.32,3.91,49.59,48.47,47.5,5.28,3,4.52,8.39,4.4,40.34,0
9350,25,1,2,12.83,36.51,38.38,71.18,4.38,35.28,37.73,37.38,4.61,2,3.79,7.41,3.29,35.26,0
9351,22,1,3,23.78,67.67,71.99,85.51,6.78,69.84,68.43,69.21,7.28,4,7.44,15.62,7.06,75.34,1
9352,25,0,4,16.22,48.25,50.45,78.71,5.7,47.94,49.73,47.4,5.18,3,4.98,11.39,4.89,43.55,0
9353,22,0,2,21.5,61.62,62.38,76.17,4.88,62.64,62.02,60.86,3.42,2,5.66,11.02,5.61,63.78,1
9354,24,1,2,9.21,24.03,34.51,78.57,6.27,23.18,26.53,23.5,5.44,3,3.67,8.96,3.09,23.68,0
9355,25,0,2,18.69,53.66,62.22,82.75,6.56,51.62,55.27,53.05,3.53,2,5.56,11.81,5.34,43.35,0
9356,17,1,1,14.17,41.2,41.97,71.26,4.44,39.79,42.18,42.17,5.86,3,4.57,9.1,4.24,43.94,0
9357,17,1,3,11.34,33.1,33.04,63.59,2.74,36.47,35.31,34.62,3.15,2,2.88,4.98,2.79,38.72,0
9358,19,0,4,19.87,,54.22,73.54,4.0,55.93,58.31,55.71,4.59,2,4.99,9.69,5.42,54.19,0
9359,25,1,1,18.56,50.25,49.92,69.25,3.38,51.56,48.17,51.72,2.94,2,4.44,8.0,4.33,55.11,0
9360,18,0,2,9.85,29.64,29.69,69.76,4.06,28.27,29.53,27.57,5.07,3,3.18,6.64,2.76,34.7,0
9361,20,0,4,15.42,42.66,47.8,75.3,4.87,41.98,44.26,42.09,3.33,2,4.17,8.7,4.17,38.07,0
9362,23,0,3,11.76,33.82,42.09,84.67,7.18,30.94,37.13,31.73,6.6,3,4.87,11.69,3.91,29.51,0
9363,20,0,5,18.91,52.69,50.66,70.83,3.9,55.03,53.24,50.91,4.9,2,4.85,8.88,4.98,46.35,0
9364,23,0,4,16.38,49.1,53.0,83.96,6.55,46.46,49.66,48.6,5.76,3,5.41,12.17,4.81,48.4,0
9365,22,1,4,17.6,52.62,49.81,74.59,4.76,51.74,54.18,52.17,6.1,3,5.25,10.8,5.16,47.77,0
9366,17,0,1,17.72,48.88,49.96,72.92,4.52,49.94,48.43,49.06,4.19,2,4.96,8.87,4.76,58.66,0
9367,25,0,4,15.21,40.26,40.99,65.77,3.33,42.58,42.26,44.04,4.76,2,3.87,7.05,3.93,40.46,0
9368,17,1,1,15.53,39.18,35.45,58.67,1.53,45.62,41.62,41.91,4.46,2,3.32,5.51,3.73,42.27,0
9369,19,0,3,12.47,32.51,33.71,73.92,5.07,32.28,36.18,36.55,5.19,3,4.08,9.03,3.27,31.43,0
9370,18,0,3,14.24,41.22,45.89,76.33,5.5,42.19,43.46,41.96,5.75,3,4.63,9.79,4.3,49.64,0
9371,18,1,3,16.27,45.38,50.64,82.39,6.53,41.32,47.05,44.1,4.45,2,5.22,11.64,4.89,42.65,0
9372,25,1,4,21.36,61.73,61.65,76.18,4.82,65.13,61.54,60.41,4.3,2,5.55,10.63,5.95,57.91,0
9373,18,0,4,14.33,37.6,36.19,68.65,3.37,40.54,39.94,43.31,5.82,3,3.69,7.47,3.93,43.5,0
9374,20,1,1,10.27,30.14,33.89,77.97,5.55,28.65,31.53,28.88,3.59,2,3.49,8.83,2.88,38.7,0
9375,18,0,3,19.5,55.88,59.32,77.27,5.11,55.27,59.14,55.88,5.44,3,5.61,10.9,5.42,61.66,1
9376,24,0,5,14.16,40.62,41.54,74.8,5.12,39.44,41.39,39.16,5.0,3,4.09,8.55,4.03,38.44,0
9377,21,0,2,9.87,25.97,22.62,64.54,2.49,26.77,26.94,26.47,3.93,2,2.25,4.76,2.28,26.73,0
9378,18,0,3,13.33,38.14,45.75,78.54,5.74,39.39,41.7,38.92,4.82,3,4.46,10.16,4.07,39.8,0
9379,19,0,5,13.56,36.23,36.96,67.64,3.6,37.32,36.26,33.7,3.86,2,3.48,6.43,3.4,35.2,0
9380,23,1,3,14.94,36.5,40.46,65.8,2.83,42.42,39.69,43.74,3.69,2,3.59,6.52,3.41,41.67,0
9381,25,1,2,19.21,55.12,56.08,79.09,5.07,55.44,58.52,55.1,4.93,3,5.28,10.7,5.04,59.1,0
9382,25,0,3,14.88,46.6,46.51,73.25,4.56,43.35,47.2,46.54,4.89,2,4.42,9.35,4.51,48.99,0
9383,18,0,1,18.29,51.05,52.35,76.85,5.0,50.05,51.87,52.42,3.14,2,5.09,10.19,4.56,47.47,0
9384,20,0,2,14.18,39.77,38.97,64.13,2.86,43.24,42.99,42.69,5.53,3,3.87,6.94,3.83,37.46,0
9385,17,0,5,18.98,52.22,52.73,71.96,4.03,57.2,54.07,53.37,4.89,2,4.87,9.32,5.02,57.22,0
9386,25,1,2,8.73,21.54,27.1,73.27,5.09,21.1,24.76,21.81,5.48,3,3.27,7.79,2.27,19.17,0
9387,18,0,3,21.14,59.64,65.52,85.94,6.81,59.24,60.19,60.81,4.28,2,6.46,13.37,5.82,58.85,0
9388,21,1,4,20.38,61.83,62.32,84.39,6.79,54.61,57.95,59.41,3.62,2,5.73,12.32,5.69,60.39,1
9389,25,0,3,15.07,44.47,42.64,71.85,4.12,44.03,44.51,43.58,6.11,3,4.37,8.87,4.46,47.19,0
9390,21,1,3,6.88,23.01,29.96,78.89,5.77,17.98,23.9,18.61,4.63,2,3.35,8.06,2.41,16.8,0
9391,17,1,3,20.11,56.69,56.32,77.24,5.21,58.08,56.86,54.64,5.82,3,5.7,11.08,5.46,61.93,1
9392,24,0,3,6.39,20.3,20.03,64.67,3.5,19.53,20.96,15.29,5.7,3,2.24,5.17,1.89,20.33,0
9393,25,1,4,17.04,44.76,38.95,64.1,2.9,46.92,46.7,49.23,5.09,2,3.9,6.51,4.29,47.73,0
9394,19,1,3,11.87,32.73,35.36,64.49,2.9,35.61,33.71,33.8,2.65,1,2.8,5.19,2.78,43.16,0
9395,20,1,3,19.4,55.39,60.45,85.24,6.87,54.7,54.59,57.54,7.92,4,6.23,14.16,5.69,60.5,1
9396,17,1,3,10.58,30.02,33.83,74.39,5.04,,31.57,30.05,5.74,3,3.85,8.74,3.39,34.8,0
9397,19,0,2,13.11,39.17,35.43,65.12,3.02,39.05,35.73,34.76,3.38,1,3.08,5.94,3.29,31.15,0
9398,22,0,2,13.74,43.7,43.02,73.76,5.1,39.66,42.77,42.59,6.5,3,4.72,9.67,4.3,43.89,0
9399,18,1,3,19.44,56.63,48.96,66.71,2.75,56.59,55.22,55.42,3.71,2,4.3,8.42,4.91,53.38,0
9400,24,1,1,20.42,57.61,59.03,73.27,4.17,60.05,58.77,60.2,5.02,3,5.45,10.55,5.54,53.55,0
9401,17,0,4,9.04,26.46,33.21,74.49,5.28,25.22,27.96,26.68,2.36,1,2.94,6.76,2.27,25.02,0
9402,21,1,3,10.52,30.31,33.9,76.57,5.48,30.09,31.4,29.14,7.01,4,4.0,9.1,3.53,35.59,0
9403,22,1,2,14.88,42.01,42.45,72.25,4.72,42.86,43.43,42.42,5.88,3,4.31,8.87,4.07,41.14,0
9404,23,0,5,18.39,47.01,46.91,70.99,4.12,50.47,49.95,46.31,4.35,2,4.53,8.51,4.45,47.75,0
9405,20,0,5,9.87,30.74,28.72,70.58,4.09,26.99,29.67,25.93,4.57,2,3.16,7.19,2.56,30.37,0
9406,19,0,3,13.45,34.09,35.94,65.72,2.95,39.29,39.98,38.48,3.74,2,3.4,6.12,3.66,39.34,0
9407,23,1,4,18.41,56.03,57.65,81.24,6.01,53.25,56.43,53.1,5.0,3,5.73,12.34,5.15,49.39,0
9408,24,1,3,14.24,39.15,37.49,67.58,3.63,39.33,41.55,41.05,5.84,3,3.77,7.48,3.81,42.29,0
9409,19,1,4,16.71,46.67,51.66,74.17,5.21,47.02,45.94,47.3,5.45,3,4.85,10.31,4.66,39.99,0
9410,18,1,3,13.24,39.26,35.04,64.41,2.72,38.65,39.37,41.05,3.59,2,3.31,5.97,3.57,35.88,0
9411,25,1,2,20.28,56.12,53.7,73.06,4.4,59.76,59.97,57.61,4.54,2,5.04,10.43,5.34,61.09,1
9412,19,1,4,9.85,28.18,27.4,61.84,2.38,31.62,28.97,30.25,3.3,2,2.61,4.59,2.64,26.59,0
9413,25,0,2,22.91,66.52,69.87,83.18,6.15,67.27,66.08,65.84,4.85,3,6.43,13.52,6.29,67.9,1
9414,20,1,5,21.26,55.37,58.87,77.34,5.22,58.65,57.41,59.67,7.18,3,5.94,12.39,5.98,62.21,1
9415,19,0,2,25.43,72.76,76.98,87.97,6.77,73.45,73.73,73.81,5.68,3,7.4,15.33,7.18,69.35,1
9416,18,1,3,17.7,51.48,52.4,75.56,4.66,53.12,54.03,52.89,3.04,2,4.83,9.94,4.64,53.25,0
9417,25,0,2,12.45,35.53,35.04,65.6,3.12,36.4,37.19,36.04,3.86,2,3.22,6.3,3.23,35.82,0
9418,23,1,2,24.36,67.28,74.03,87.39,7.16,66.98,68.58,68.11,6.34,3,7.09,15.6,6.97,64.88,1
9419,24,1,2,19.12,49.26,44.86,66.11,2.76,55.48,53.82,54.7,5.98,3,4.38,7.56,4.68,43.19,0
9420,22,1,2,18.75,50.61,44.73,62.48,2.47,54.56,52.4,54.43,5.6,3,4.39,7.23,4.66,47.49,0
9421,20,0,5,9.36,26.19,19.92,58.02,1.95,27.55,26.55,29.2,5.91,3,2.24,3.77,2.45,33.09,0
9422,18,0,1,11.07,31.85,32.35,66.83,3.47,36.67,32.7,36.14,6.0,3,3.36,6.14,3.16,38.12,0
9423,22,0,5,15.18,39.28,41.03,72.05,4.09,40.01,41.43,42.07,4.84,2,4.19,8.84,3.83,36.55,0
9424,19,0,1,17.62,50.13,47.35,73.3,4.58,49.19,49.41,50.9,5.41,3,5.05,9.39,4.71,47.06,0
9425,24,1,5,14.63,41.78,40.82,75.94,4.88,41.33,42.75,41.34,5.23,3,4.34,8.78,4.04,41.32,0
9426,19,1,5,23.43,65.57,64.93,77.12,5.08,68.61,69.46,67.49,5.14,3,6.3,12.08,6.47,58.16,0
9427,21,1,1,16.51,48.91,52.7,79.74,5.69,48.98,52.56,47.49,3.75,2,4.96,11.5,4.99,46.37,0
9428,24,0,3,14.94,38.69,30.08,58.16,1.29,44.5,42.83,43.44,4.27,2,3.23,5.2,3.5,39.58,0
9429,19,1,2,20.81,57.98,54.5,72.19,4.21,57.42,59.76,58.05,5.47,3,5.4,9.72,5.37,53.72,0
9430,17,1,4,14.07,38.59,34.19,67.84,3.5,39.7,39.9,39.74,5.96,3,3.57,7.1,3.64,34.29,0
9431,19,1,2,11.94,32.47,35.66,73.43,4.87,33.16,33.33,33.46,5.21,2,3.77,8.12,3.31,34.69,0
9432,21,1,1,11.94,37.18,38.41,71.66,4.22,37.28,36.68,34.53,3.61,2,3.56,7.4,3.31,41.49,0
9433,18,0,4,17.9,48.82,46.46,66.82,3.1,49.76,47.66,48.24,4.44,2,4.19,7.25,4.68,48.49,0
9434,22,0,2,15.65,42.36,50.12,80.82,5.96,43.38,45.19,44.63,5.15,3,4.97,10.74,4.7,51.52,0
9435,24,0,3,20.58,58.8,61.31,80.97,6.07,57.3,57.26,56.64,5.98,3,6.15,12.1,5.66,55.72,0
9436,24,1,1,14.93,46.3,46.47,78.77,5.82,42.77,43.87,42.71,4.73,2,4.78,10.54,4.38,43.46,0
9437,22,1,1,9.09,23.98,26.47,65.98,3.64,25.58,26.68,24.94,5.19,2,2.81,5.57,2.67,30.71,0
9438,18,0,4,8.13,24.94,22.25,63.76,2.33,25.94,27.03,26.74,3.05,1,2.09,3.66,2.16,29.26,0
9439,20,1,1,20.22,58.57,63.8,85.9,7.21,55.39,59.25,56.19,5.18,3,6.31,13.5,5.66,60.41,1
9440,17,0,3,19.5,56.93,57.47,79.25,6.13,53.79,55.64,52.97,6.9,4,6.0,12.27,5.32,50.49,0
9441,17,0,4,13.5,35.85,37.28,70.89,3.97,36.76,37.85,39.83,4.22,2,3.77,7.73,3.59,41.3,0
9442,22,1,4,18.11,51.12,61.26,90.05,7.83,48.66,51.6,50.11,5.41,3,6.03,14.13,5.7,39.27,0
9443,22,0,4,12.12,34.59,32.66,64.68,3.13,35.75,35.53,35.99,6.21,3,3.51,6.48,3.31,31.74,0
9444,17,0,3,12.74,38.07,38.28,73.65,4.94,34.56,37.56,34.47,3.88,2,3.97,8.67,3.6,29.18,0
9445,19,1,5,11.07,32.15,32.06,74.35,4.73,30.52,33.58,33.48,3.86,2,3.44,7.89,3.18,30.23,0
9446,25,1,3,18.6,49.24,56.5,79.26,5.65,50.36,50.94,51.59,5.88,3,5.57,12.0,5.02,40.14,0
9447,18,0,3,15.0,41.43,46.24,75.14,5.16,39.9,46.3,40.73,3.83,2,4.56,9.94,4.23,34.95,0
9448,25,1,3,6.88,19.45,21.43,69.91,4.69,16.73,20.47,16.91,4.53,2,2.65,6.2,1.9,18.17,0
9449,17,0,2,13.09,32.54,31.35,61.05,2.13,36.48,35.93,35.82,2.19,1,2.69,4.27,2.86,34.65,0
9450,18,0,4,16.4,51.53,57.65,83.8,6.77,44.56,49.24,47.27,5.27,3,5.86,12.38,4.91,46.75,0
9451,24,0,2,14.86,40.15,46.36,73.68,4.79,39.7,43.92,44.17,7.62,4,4.87,10.16,4.46,49.67,0
9452,17,1,5,18.36,52.04,50.38,69.66,3.98,53.36,51.84,51.6,5.3,3,4.82,9.22,4.98,56.12,0
9453,23,1,2,16.5,47.85,45.88,68.56,3.41,51.39,47.62,48.23,5.6,3,4.59,8.47,4.48,51.87,0
9454,22,0,2,12.17,32.62,28.11,60.94,2.29,35.3,33.81,31.76,4.46,2,2.95,4.83,2.8,36.6,0
9455,25,1,2,15.33,42.62,46.3,73.49,4.75,42.55,43.49,44.72,3.99,2,4.24,8.61,4.13,48.07,0
9456,24,0,2,13.96,39.68,44.03,78.77,5.75,40.05,38.34,43.36,5.43,3,4.84,10.01,4.3,41.65,0
9457,18,0,1,11.91,31.63,22.76,58.09,1.64,32.15,30.47,32.18,3.4,2,1.79,3.33,2.35,29.9,0
9458,21,1,5,16.48,45.07,45.54,69.32,3.71,46.94,46.69,45.13,4.05,2,4.22,8.29,4.17,46.44,0
9459,23,0,3,14.27,39.95,41.22,71.34,4.48,40.44,40.02,41.14,5.85,3,4.03,9.26,3.64,37.03,0
9460,25,0,3,15.39,46.65,47.5,73.55,4.94,45.3,45.84,46.26,4.81,2,4.56,9.52,4.14,44.51,0
9461,19,1,4,13.43,42.54,44.85,78.16,5.69,40.76,44.61,40.3,5.82,3,4.6,10.49,4.37,44.06,0
9462,25,1,2,24.98,67.19,69.05,83.65,6.08,70.91,70.12,71.04,4.83,3,7.0,14.07,6.49,58.26,0
9463,24,0,3,12.49,40.48,42.42,75.23,5.19,34.73,36.85,36.38,3.9,2,3.98,8.44,3.66,22.37,0
9464,24,1,2,19.2,52.09,52.17,70.31,4.06,53.75,55.38,55.04,5.37,3,4.93,10.04,5.27,51.14,0
9465,18,0,3,11.47,35.18,36.72,74.43,5.1,34.9,34.83,30.31,3.39,2,3.33,7.91,3.11,21.79,0
9466,21,1,3,16.99,50.22,48.95,72.62,4.56,,47.89,48.25,5.19,3,4.61,9.69,4.76,47.94,0
9467,18,0,3,14.58,40.21,40.72,70.31,4.02,40.09,42.21,41.68,5.04,3,3.81,8.11,4.04,45.13,0
9468,19,0,1,11.84,30.09,29.96,64.08,3.06,34.35,32.62,32.21,4.04,2,2.86,5.62,2.95,39.7,0
9469,18,0,4,14.31,37.85,37.02,67.5,3.27,40.29,39.49,40.47,5.85,3,3.97,7.16,3.83,39.71,0
9470,19,1,3,13.78,37.69,39.5,68.8,4.12,42.49,41.09,41.98,2.98,2,3.97,7.73,3.7,42.07,0
9471,18,1,3,25.08,76.01,86.18,94.9,8.63,68.71,74.18,72.27,5.27,3,7.97,17.71,7.25,75.13,1
9472,17,1,5,21.75,63.31,62.58,79.27,5.51,60.77,62.1,64.08,7.19,4,6.13,12.16,6.07,62.87,1
9473,25,0,4,17.46,45.13,48.47,73.88,4.74,49.78,48.89,49.64,2.08,1,4.17,8.01,4.39,45.37,0
9474,24,1,5,12.12,34.57,35.31,71.36,4.35,35.36,38.13,34.97,5.12,3,3.88,8.0,3.39,32.73,0
9475,17,1,2,10.9,31.74,29.68,66.17,3.25,32.43,29.59,31.05,5.1,3,2.86,6.5,2.9,32.29,0
